cov_n100,len_n100,cov_n200,len_n200,cov_n300,len_n300,cov_n500,len_n500,cov_n800,len_n800,cov_n1200,len_n1200,cov_n1500,len_n1500
1,47.09915548,1,30.17350024,1,31.64831802,1,21.65391052,1,22.28735817,1,23.05773564,1,20.82687543
1,47.68081678,1,39.70885387,1,28.89488376,1,24.52542523,1,21.57774098,1,23.04430474,1,24.19929471
1,38.79700135,1,40.47419522,1,34.689308,1,21.73380895,1,33.60405236,1,22.81837814,1,22.83794173
1,48.61368723,1,32.75428541,1,35.11366883,1,22.55682644,1,22.75382251,1,22.25354474,1,22.27935778
0,46.2655645,1,32.93846545,1,25.15599678,1,42.73930572,1,26.12590758,1,22.18522315,1,24.28881364
1,37.83735493,1,37.07481683,1,22.12351626,1,27.45067996,0,31.70300993,1,22.6659946,1,23.11800539
1,59.35715107,1,33.87572327,1,23.80039533,1,31.46973664,1,19.45282365,0,21.12791792,1,24.59870879
1,43.06623987,1,28.20112526,1,27.96330181,1,23.77729779,1,20.9086355,1,28.29992147,1,21.77920582
1,39.12000847,1,36.48224086,1,21.09411849,1,21.64079055,1,22.96436524,1,23.92842334,1,24.22669341
1,44.61389719,1,25.66011673,1,27.93312532,1,29.31588601,1,22.17025614,1,23.90572161,1,22.4319509
1,35.08828563,1,35.16586531,1,25.07423125,1,20.50768213,1,20.82146815,1,31.45052562,1,25.69989519
1,45.24617685,1,43.41827974,1,24.7044303,1,25.05732538,1,23.08979865,1,25.96710843,1,21.85022058
1,41.61722773,1,33.95366918,1,28.41524372,1,26.15893191,1,23.694711,1,21.2676878,1,22.921647
1,52.34976591,1,28.11777115,1,34.03233058,1,23.54147971,1,32.34362676,1,32.20071532,1,23.61106137
1,44.61432628,1,36.81876475,1,22.43165203,1,22.09067263,1,25.86649418,1,23.96306674,1,29.60335214
1,56.3363171,1,39.76231705,1,32.00473898,1,28.87872955,1,21.36756099,1,22.72021239,0,20.9512422
1,36.86243201,1,28.47355183,0,30.91690658,1,29.30083612,1,32.41718425,1,23.24166842,1,22.94514395
1,42.5978408,1,24.93653161,1,40.86759596,1,25.15866365,1,32.70245594,1,24.1778272,1,19.99844934
1,31.1357343,1,42.89843667,1,22.01360691,1,34.51551156,1,25.34454075,1,32.72440286,0,30.44401587
1,39.2856084,1,33.35685454,1,23.11853647,0,25.83631631,1,31.42939405,1,23.43834466,1,23.0662234
1,41.38508222,1,29.35344266,1,28.09835085,1,30.08591233,1,22.88787157,1,23.8444612,1,23.59601703
